Identification,File Type,File Name,Transcription,Comment,
Student 094,.mp3,Student 094.mp3,"The 62-year-old female patient presents to ED with a chief complaint of shortness of breath. patient reports gradual worsening of shortness of breath, palpitations, and feeling like passing out over the past two months. She visited her primary care physician three weeks ago where tests were conducted, but her symptoms continued to worsen. Symptoms improved with rest but worsened with physical activity. The patient mentions sleeping on a chair at night to alleviate the symptoms. The patient has a history of pulmonary sarco- sarcoidosis and hypertension. She currently takes lisinopril 10 milligrams and prednisone 10 milligrams. She does not have any known allergies, and she does not use any substances such as tobacco, alcohol, illicit drugs. She does consume one cup of coffee per day. The patient reports a balanced diet, exercise regularly, but much less since her symptoms started. She works as an elementary school teacher, is in a monogamous relationship, and has insurance and also support at home. On physical examination, the patient appeared well-developed, well-nourished, fatigued, awake, and orient. Um notable findings include elevated jugular vein distention, a systolic murmur, rales, and one plus pitting edema of the lower extremities. BNP was elevated at 400 4,000. Chest X-ray showed pulmonary edema and mediastinal fullness. Echo showed, restrictive cardiomyopathy with a 50%, 55% ejection fraction. The EKG was suggested of a non-sustained VTach with normal sinus rhythm. And overall, the 60-terial male, female with a history of pulmonary sarcoidosis and hypertension presenting worsening shortness of breath, palpitations, near fainting episodes, demonstrating signs of volume overload and restrictive cardiomyopathy. So for her plan, we decided to admit her for telemetry with a diagnosis of sarcoidosis, restrictive cardiomyopathy, and a three on the NYHA scale. Considering the seriousness of her condition. There was no known drug allergies to be noted and vitals were to be closely monitored at two hours. The patient will be encouraged to engage in mobility with assistance. Nursing instructions are strict intake-outtake monitoring, daily weight measurements, DVT prophylaxis, and the use of oxygen via nasal cannula to maintain oxygen saturation over 96%. The patient will be placed on a low sodium diet to manage fluid retention. IV fluids will be administered via saline lock to keep vein open rate. Medications will be continued as previously described, including lisinopril, 10 milligrams Q QD, and additional medication will be initiated, such as amiodarone, 150 milligrams IV, and an increase in prednisone to 16 milligrams QD, and furosemide IV, 40 milligrams. A comprehensive metabolic panel will be ordered, overall organ function. Consultation with interventional cardiology will be made for consideration of an AICD placement. And a consultation with nuclear medicine radiology will be arranged for a FGE PET scan. To further evaluate the sarcoid, the patient will be advised to maintain a healthy diet, work towards weight reduction, and avoid strenuous physical activity until released by the physician. Cut.",,
Student 095,.mp3,Student 095.mp3,"So, Mrs. Palmer is a 62-year-old female with a past medical history of hypertension on 10 milligrams of lisinopril daily, and she's presenting to the emergency department today with a chief complaint of shortness of breath, chest pain, and fatigue. She states that two weeks ago, she had a cough, a fever, and a runny nose, along with her current symptoms, and she says that those all subsided about five days ago, but the ones that are currently presenting are still persisting through. Her chest pain is described as being substernal, constant, and dull, and it doesn't radiate anywhere else. Um nothing seems to specifically aggravate it, but she has also not tried any medications, but she does note that reclining back makes her symptoms a little better. Um h er current pain level is a 2 out of 10, and she feels that her chest pain is at rest, which would classify her as an NYHA of four. Her only surgical history is a cardiac catheterization about a year ago that showed no obstructive coronary artery disease, and she has no known drug allergies. She doesn't smoke, drink, or do any illicit substances at all. She works as an elementary school teacher, and her family history is positive for a mom who passed away from breast cancer at the age of 80. And her current father is 89, and he's in the nursing home for Alzheimer's right now. She states she eats a well-balanced diet, and she was exercising two times a week for about an hour at a time, but she hasn't been able to given her current symptoms. She drinks a cup of coffee a day, and she's currently married and lives in a stable household with her husband of 30 years, and she's still sexually active with just her husband and only her husband. Her vitals at the consultation were a heart rate of 110, a blood pressure of 130 over 90, and an oxygen saturation of 91%. Her respiratory rate was a 20, and her temperature was at 98.6 degrees Fahrenheit. On the review of systems, she was positive for fatigue and recent weight gain of eight pounds. She noted palpitations and chest pain with no syncope. Um she also noted wheezing, dyspnea, and orthopnea, and some lower extremity edema. Um her physical exam showed jugular vein distension with no carotid bruits. Her heart rate was regular with no murmur, friction rubs, or any gallops. On palpitation of her PMI, it was noted to be laterally displaced, and her lungs were positive for bibasilar rails and wheezing. She also had 1 plus pitting edema in her lower extremity, but she also had a negative Homann sign, and pulses were full and equal bilaterally as well. On the imaging that was done upon entering the ER today, her chest x-ray showed that she had cardiomegaly and pulmonary edema. Her echo was interpreted by the radiologist and was found to have a dilated left ventricle, an ejection fraction of 30%. Um her EKG showed that she had sinus tachycardia with about 100 beats per minute on that and a right bundle branch block. And there were also a few captured preventricular contractions as well. Her lab showed a troponin of 0.1 and a BNP of 4,000. And given all her history, physical exam, and diagnostic exams that were done, a diagnosis of myocarditis, dilated cardiomyopathy was made. The treatment plan for Mrs. Palmer was to admit her to telemetry, take vitals every 2 hours and have the nurses monitor her ins and outs, daily weights, DVT, prophylaxis, and bring her oxygen up with an O2 nasal cannula, trying to get her sats over 96%. Um we should keep her on a diet low in sodium and have her restricted on oral fluid intake. She will also be on an IV fluid saline lock, KVO. She was instructed to continue taking her lisinopril while in the hospital and thereafter, and we'll also add on some acetaminophen, 625, every six hours by mouth, and furosemide, 40 milligrams IV, and also a beta-blocker, metoprolol succinate, 50 milligrams by mouth while she's in the hospital. Additionally, we're gonna get repeat labs with serial troponins and a 2D echo during her stay here. We also have consulted interventional cardiology for a CRTD and potential AICD placement, and also a right ventricular endomyocardial biopsy. Infectious disease was also consulted as well, just for potential immunoglobulin and glucocorticoid treatment if they deem it necessary. And then lastly, the radiologist was consulted for a potential media-enhanced MRI if they also deem that necessary. Overall, Mrs. Palmer expressed no concerns with being admitted to the hospital or to the treatment plan moving forward.",,
Student 096,.mp3,Student 096.mp3,"Today I'm presenting patient Ms. Palmer, who is a pleasant but somewhat fatigued appearing 62-year-old female patient with a chief complaint of fatigue, shortness of breath, and dull chest pain which began about two weeks ago. She states she just had some fever, cough, and runny nose when her symptoms began and believed that she just had a cold. She continued to exercise, believing she just had the common cold, but noticed she was unable to complete her exercises due to shortness of breath and fatigue, which was unusual for her. Ms. Palmer states her symptoms have been constant since her onset and nothing has made it better, but notices that exercise can make it worse. She has tried nothing medically for her symptoms and rates their severity as a 2 out of 10 today. Regarding her medical history, she did have a cardiac cath about a year ago and does have a history of hypertension. She has no allergies. She exercises about 2-3 times a week before her symptoms began and was unable to do so since. She does not use any drugs, tobacco, or alcohol. She does drink about one cup of coffee per day. She currently does work as an elementary school teacher and lives comfortably at home with her husband. She has no prior history of hospitalizations. She mentions no family history when inquired. She is currently taking Lisinopril, 10 milligrams peri-orally daily for her hypertension. Her general review of systems revealed no fever or chills today, although they did occur two weeks ago when her symptoms began. She does have fatigue today as well as an 8 pound weight gain. Her skin ROS is negative. Her head, eye, ears, nose, and throat ROS is also negative. Her cardio ROS reveals some dull chest pain today accompanied by palpitations but no presyncope. Pulmonary ROS does have shortness of breath, wheezing, and has been sleeping on a recliner due to her orthopnea. Her MSK ROS reveals some mild muscle aches in her lower legs as well as noticeable swelling in her lower extremities. Her neuro ROS is negative. She is otherwise well-developed and well-nourished, albeit with some fatigue and is alert and oriented today. She is not in any pain when asked. A thorough physical examination was performed and notably there was some JVD in her neck area. She also did have some bilateral rails and wheezing on auscultation of the lungs. However, regarding a cardiac examination, she revealed no murmurs, rubs, or gallops, but did have a laterally displaced PMI. Her lower extremity did reveal 1 plus pitting edema. However, the calves were symmetric and negative Homann's sign and eluded no concern for PE at this time. Her abdomen was also soft and non-tender and there were no TART changes noticed. Her vitals were normal except for a mild tachycardia of 110 and her respiratory rate of 20, a blood pressure of 130 over 90, and O2 sat of 91 today. Her labs including chest x-ray which reveals some pulmonary edema and cardiomegaly, her EKG which reveals some right bundle branch block and sinus tachycardia and her 2D echo, which revealed 30% ejection fracture and dilated cardiomyopathy. Her blood work revealed troponin slightly elevated and BMP of 4,000 and slightly elevated. This will be reviewed with the patient and a primary diagnosis of myocarditis, dilated cardiomyopathy, NYHA class two was made given her presentation. We plan to admit her to med with telemetry. Her condition is currently serious. Vitals are to be taken every two hours and her activity levels can be managed as tolerated. Nursing was instructed to manage strict input-output, daily weight changes, DVT prophylaxis, as well as O2 via nasal cannula, and her O2 saturation is to be maintained above 96%. She is also recommended to have a low-sodium diet, and perioral fluid restriction is recommended at this time. IV fluids are to be locked, and the veins are to be kept open. She has no allergies. Acetaminophen 625 milligrams peri-orally every six hours is recommended to help with her inflammation and she is to continue her lisinopril as previously prescribed of 10 milligrams every day. We are to add furosemide 40 milligrams IV every 12 hours to help reduce the swelling. We will repeat serial troponin and get a CMP as she is now on furosemide. She was referred to interventional cardiology for AICD placement as well as CRTD and a right ventricular endomyocardial biopsy. Infectious disease was also consulted for referral for immune globulin as well as glucocorticoids to further reduce the swelling. Radiology consult for contrast media enhanced MRI was also recommended to detect for further myocardial inflammation. She was recommended to maintain a healthy weight and to reduce her weight, and no strenuous physical activity is to be recommended at this time. Patient had no further questions and was satisfied with her diagnosis and treatment plan.",,
Student 097,.mp3,Student 097.mp3,"Mr. Palmer is a 62-year-old male in room 2. He arrived at the emergency room complaining of shortness of breath and fatigue, just constant fatigue. Um he said these symptoms gradually got worse over the past six months. Um and he made an appointment with his primary care physician about three days ago, and the physicians recommended him to check himself in at the emergency room. He did not complain of any chest pain. He did mention that his legs have been swollen, likely due to lower extremity edema. Mr. Palmer also said that he gained about eight pounds recently, and that he's been getting wheezes and shortness of breath while sleeping. He has a past medical history of um uh  hypertension, hyperlipidemia, type two diabetes, and atrial fibrillation. He's also had um triple bypass and a uh lower sorry lower left ascending artery stent put in about a year ago. Uh Mr Plamer has no pertinent family uh history related to his present illness. Mr. Palmer used to walk with his friends often, but now due to his fatigue over the last six months, he's been unable to walk at all. He does smoke one pack a day, and I have talked to him about quitting smoking, and he has interest in seeking help. And I was gonna refer him to a specialist who can help with that, help him quit. As of right now, he's currently taking the following medications. He's taking Warfarin, metformin, lisinopril, atorvastatin, clopidogrel, uh furosemide, and uh metoprolol succinate. And he has no known drug allergies. His vital signs are as follows. His blood pressure is 80 over 50, which is a little hypertensive. Temperature is normal at 98.6. His SpO2 is 86, which is also low. And his heart rate is normal at 90 beats per minute. Upon physical exam, Mr. Palmer had JVD, heart gallop, lung wheezes, and rails were also present. He also had pulmonary edema in his lower extremities, like he mentioned before, and uh he did not have any chest wall tenderness upon palpation. Um after the physical exam, I told him he most likely has ischemic cardiomyopathy, and as well as a secondary diagnosis of hypertension, type 2 diabetes, and hyperlipidemia. For admission, we'll have to admit him to the ICU upon serious conditions. We'll have to take his vitals every two hours, and he'll have to be on strict bed rest with no, little to no physical activity. The nurses will intervene with strict IOs, daily weights, DVT prophylaxis, as well as BiPAP. We'll put him on a low sodium diet since he has no food allergies as well. I will order troponin and PT-INR for labs. We have to make sure his IV stays open and refer him to an interventional cardiologist for a AICD. And we'll have him continue as Warfarin and Clopidogrel, but as well we'll add on an insulin sliding scale continue as Warfarin and Clopidogrel, but as well we'll add on an insulin sliding scale and WME and IV drip. Thanks so much.",,
Student 098,.mp3,Student 098.mp3,"Mr. Leslie Palmer is a 62-year-old male who presents to the clinic today with, to the emergency room, a chief complaint of shortness of breath, fatigue, palpitations, and near syncope. The patient states that he began his symptoms about two weeks ago and he went to his family medicine doctor because he was a little concerned. And his family medicine doctor ordered some tests, but he did not, but the patient did not get any of his tests back. However, yesterday, the patient noticed that his, uh the patient noticed that his symptoms were worsening, so he decided to come to the ER. Upon presentation, the patient states that he has trouble with some physical activity. He has some trouble with physical activity and he also states that he, these symptoms do get better upon rest. The patient states that he, in terms of severity, he states that while he's sitting, his severity is zero, but with any brief, okay, I'm gonna start over. All right, so I'm gonna start over. Hi, Dr. Rawlins, this is student Dr. Akshata Sastry and I'll be presenting the case for Mr. Leslie Palmer who is a  62-year-old male, and he presents with shortness of breath, palpitations, fatigue, and near syncope. The patient states that he visited his family medicine doctor about two weeks ago, about a few days ago, concerned about his symptoms. And the PCP decided to run some tests, but the patient has not received those back yet. Uh the patient notes that he had an uh increase in symptoms yesterday, and that's why he decided to come to the ER. The patient states that his uh his symptoms began about two weeks ago. He states that they are better at rest, so he does not have any severity or any symptoms when he is at zero. However, he says that with some physical activity, he does have his symptoms do not radiate anywhere and he did not treat with any medication because he did not know any of them. Um his medical history states that he's the patient, Mr. Palmer states that he had a cardiac cath about a year ago and his medical history for hypertension. The patient states he also did not have any allergies. In terms of his social history, the patient eats a very balanced diet, and is a very active elementary school teacher. He is sexually active with his wife. Upon the ROS, the patient denies all symptoms except for his fatigue, his shortness of breath, some wheezing, and um and some palpitations, and of course, his presyncopal episodes. And I decided to start the physical exam at that point. I did not note any carotid bruise. I decided to listen to his and I did not notice any chest tenderness. When I listened to his heart, I did notice an S3, S4 murmur as well as a gallop. I listened to his lungs and uh they were clear to bilaterally to auscultation. Um i decided to also check for any abdominal bruits and abdominal masses and that was negative. He did not have any peripheral edema. He did not have any calf asymmetry, no homan signs. Yeah, and his pulses were very strong. I decided to get, look at his vitals and his vitals did look a little bit high. His heart rate was at 110 and his saturation was about 96%, which was okay. His respiration rate was about 16 breaths per minute and his blood pressure was 130 over 90. Um upon looking at his labs, I noticed his CMP, his troponin and his BNP were all normal within normal values. His chest X-ray showed cardiomegaly and his ECHO showed a left ventricular ejection fraction of less than 60%. And his EKG demonstrated tall R waves in all the septal Leads, some left ventricular hypertrophy, and but other than that, normal sinus rhythm and normal axis. For admission, I decided to diagnose him with familial hypertrophic cardiomyopathy because uh he did say that his family, oh, he also told me that he, in terms of his family, his mother passed away suddenly at the age of 40 and his father passed away from a myocardial infarction. So due to his history, I decided, and along with his physical exam, I decided that he has a diagnosis. I decided that he takes for his hypertension and instead we put on a disopyramide and then I would like to admit him to the hospital to telemetry. I would like the nurses to be watching it for ins and outs, DVT prophylaxis. I would like to have his daily weight watched and I'd like to put him on a nasal cannula at two liters and keep them above 96% because of his complaint on shortness of breath. In terms of people I would like to, the doctors I'd like to consult with him, I would like an interventional cardiologist to come see him for his AICD and I'd also like a  cardio- cardiothoracic surgeon to come see him for evaluation if he needs a septal myectomy or alcohol injection. And that is the conclusion of my case presentation. Thank you.",,
Student 099,.mp3,Student 099.mp3,"after a family med consult. Uh her family doctor ordered some tests because she was concerned about her six month duration uh dyspnea. Um the patient noted that the dyspnea gets better only when she lays in the recliner. She hasn't tried anything to make it better and nothing that she tried made it better. She rated the breathing that she would experience a 9 out of 10 on the worst exertion. As far as her medical history is concerned, she had high blood pressure, high cholesterol, she was diabetic and five years ago she was diagnosed with AFib. Uh on her father's side, uh he is in a nursing home currently, 89 years old. Her mother's side, breast cancer. Um she has no allergies to medications. She had a stent put in last June. Aside from that, she had five stents put in total and she had a triple bypass done. No hospitalizations. She had a list of medications that I inputted into the EMR. She has a balanced diet, exercises daily, doesn't take any drugs or alcohol, still smokes. I counseled the patient about quitting the smoking because she does one pack a day. She drinks one cup of coffee a day. She's currently still an elementary school teacher, and she has a partner that was sitting in the waiting room who she's married to for 30 years with no kids. As far as her vitals are concerned, um her heart rate was 90, her blood pressure was 80 over 50, respiratory rate 22, pulse 90, temperature 98.6. EKG showed normal sinus rhythm, left bundle branch block, and left axis deviation. Uh her lab results showed elevated troponin and BMP, indicative of cardiac muscle cell death and heart failure, or what I said to the patient was heart dysfunction um. As far as review of systems is concerned, she had orthopnea, she had difficulty breathing at rest, so that puts her at an NYHA score of She had fatigue, wheezing, every other ROS for MSK and neuro GI was negative or otherwise noted in the EMR. I didn't have a chance to copy it over onto my sheet. She is immunized or up to date on all her immunizations. I gave her a consult as far as her needing to be admitted to the ICU. The nurses will receive instructions regarding vitals to be checked every two hours, uh strict bed rest, um also strict monitoring of intake, outtake, daily weights, uh DVT prophylaxis, low-sodium diet, IV, KVO. She would need BiPAP. We would discontinue all her medications, which I let her know, and add dobutamine for her blood pressure. I didn't let the patient know that we would need to put her on an insulin scale, but I think that's more necessary to know for the nursing staff. And she would continue taking Plavix and Warfarin. She would need to get repeat labs for troponins and PT and INR because she's currently taking warfarin. Um s far as consult, I let the patient know that she would need a consult to interventional cardiology for CRT and AICD, specifically because of the left bundle branch blocking need to reestablish some normal rhythm in her left bundle branch blocking need to reestablish some normal rhythm in her heart. Um that's it.",,
Student 100,.mp3,Student 100.mp3,"doing a case presentation on Leslie Palmer. The patient is Leslie Palmer, who is a 62-year-old male. He presents to the office with shortness of breath and fatigue. He states that he saw his GP three days ago and was referred to the ER today. Patient states his symptoms started two weeks ago with heart palpitations that worsen with exercise and improve with rest. He also states near syncope. He denies fevers, chills, and changes in weight. He denies joint pain, muscle pain, and back pain. He also denies skin changes. He denies vision changes and hearing loss and neck stiffness. He notes some dizziness with the heart palpitations when he's exercising. Past medical history includes hypertension and is taking lisinopril 10 milligrams daily. He denies a surgical history except for a cardiac catheterization that was normal. Family history includes his mother who passed away suddenly decades ago and his father also passed away at age 59 due to MI. He has no known drug allergies. For his social history, he states that he eats a well-balanced diet and walks daily. He denies the use of illicit drugs, alcohol, and tobacco. He drinks a cup of coffee every morning and is an elementary school teacher for fifth grade. He's also sexually active. Vital signs showed a heart rate of 110, which is slightly elevated, a blood pressure of 130 over 90, which is also slightly elevated, but he is taking lisinopril, a respiratory rate of 16, temperature was 98.6 and his O2 sat was 96%. Physical exam showed negative JVD and bruits There was an S4 murmur and gallop and a laterally displaced PMI. Lungs were equal to auscultation and bilaterally. no lower extremity edema or calf tenderness, and pulses were present, equal, and bilateral. Lab showed troponin and BMP within normal limits. A chest x-ray showed cardiomegaly. Echo showed LVH voltage criteria and tall R waves, in septal leads. Patient was diagnosed with familial hypertrophic cardiomyopathy due to genetics. The treatment plan for this patient is to admit two telemetry, maintain activity as tolerated, strict IO, daily weight, DVT, prophylaxis, and O2 nasal cannula to maintain the O2 sat at 96%. You can have a regular diet and we'll do a saline lock or KVO. The patient is to discontinue the lisinopril and start disopyramide, 100 milligrams BID. No further labs and imaging needed. We will consult with the interventional cardiologist for an AICD placement, and we'll consult with a cardiothoracic surgeon for a future septal myomectomy or alcohol injection to reduce the LVOT. Patient to lose weight or maintain healthy weight and not do strenuous activity until released by a physician. Thank you for your time.",,
Student 101,.mp3,Student 101.mp3,"left the emergency department after seeing Ms. Leslie Palmer. She is a 62-year-old female who's presenting with symptoms of progressive worsening of shortness of breath and fatigue over the last two months. She said she saw her family doctor about three days ago where she received a diagnostic workup, but did not get to review the labs and diagnostic findings with her PCP. Um she said she presents today because her symptoms have worsened. She says that she has significant decreases in her activity levels, no longer able to complete her normal activity. Um the patient has a history of hypertension and pulmonary sarcoidosis for which she reports compliance with her medications of lisinopril and prednisone, reports a maternal history of sudden death of her mother around 40 years, and her paternal history of death at 59 following a MI. She has no known drug allergies, reports an outpatient cath procedure about one year ago, no complications from that. Her associated symptoms that she's experiencing with today is about eight pounds weight gain two weeks. Fatigue as I said. She notes some presyncope as well as palpitations, no chest pain though. Associated wheezing and orthopnea where she says she's now having to lay in her chair to sleep. Notes of edema to her ankles bilaterally. Um on my exam she was awake alert and oriented. Her vitals, she  she was a little low on her O2 stats with 91%. BP was a little elevated, 136 over 99. She was afebrile at 98.6 and was a little tachy at 110, a respiratory rate of 20. um on my exam, I didn't hear any carotid bruits. JVD was present bilaterally. I heard an S4 systolic murmur with no rubs or gallops. PMI was not displaced. Wheezes were present and rails were present. She had no tenderness, was not in acute respiratory distress though. Homan's was negative, no, non tender calves. She did have pedal edema, one plus. Her pulses were all present. I'm looking at her x-rays, she had mediastinal fullness, pulmonary edema, as well as a normal heart size. I discussed this all with the patient as well as going over her ECHO, which was read as restrictive cardiomyopathy with preserved ejection fraction at 95 or 55 percent, excuse me. Her EKG, it seemed normal, maybe an occurrence of some left ventricular hypertrophy was a little elevated in the V5, V6 leads. I told her it could have been maybe something we want to repeat on the EKG at a later time. On the monitor though, I did note a period of non-sustained V-tachs. We talked about that as well with the patient. Her troponin, as well as her CBC and CMP were within normal limits, non-diagnostic, but she did have an elevated BNP at 4,000. So I discussed with the patient that I believe that her pulmonary sarcoidosis history, that was about 25 years ago, has likely spread to her heart and is causing her symptom presentation. Currently, I would put the patient on the plan to get admitted to telemetry and where we'll get consults for interventional cardiology as well as radiology to further um evaluate and work up this patient. She told her about potential for getting a pacemaker placed as well as to get further imaging um with the radiologist um. Went through the plans and how she'll be admitted. Um she says she has insurance and good social support locally. So she felt good about that plan to get her admitted and have people who would support her. Um we talked about how she's gonna get some medication to support her symptoms, try to help alleviate them. So I'm gonna go ahead and diagnose her with, or prescribe her some amiodarone with a non-sustaining vtach as well as lisinopril. And I'm gonna up her prednisone dosage um since the pulmonary sarcoidosis has seemingly spread to her heart. I'm also gonna get some furosemide to help the pulmonary edema that she's experiencing. Um and I'm gonna do a repeat CMP just to make sure that nothing has changed from that. just to make sure that nothing has changed from that.",,
Student 102,.mp3,Student 102.mp3,"for our patient Leslie. She is a 62-year-old female, Leslie Palmer. She came in to the emergency room complaining of shortness of breath and fatigue. She stated this started about two weeks ago when she first had flu-like symptoms and they seemed to go away around five days ago, but ever since that moment, she has been quite tired and fatigued. Um especially, she said, when she goes to the gym, she's not able to do any strenuous activity. So, having some exertion with dyspnea. She also states that she seems to have a dull, constant pain on her chest and uh the only way to make it feel better, especially during the night, is to put some pillows and sit on the recliner. So it seems like she's got some orthopnea going along with the dyspnea. Then she didn't take any medications in the past uh what the only thing that makes it feel better is just resting. I do want to see, I do want to go over also her past medical history. She does seem to have a history of hypertension. She was taking lisinopril, 10 milligrams. She stated she had no allergies, but she has had some prior procedures before. She had a cardiac cath about a year ago due to some abnormal EKGs, but everything came up okay, she stated. Other pertinent history, her mom, she died of breast cancer, and her dad currently is 90 years old with dementia. And in addition to that, social factors, she usually exercises two to three days a week, so she is active and eats a balanced, well diet, so it is a little on the stranger side that she has, she's had shortness of breath while trying to exercise. She is a teacher and is married and sexually active as well. When I did the review of systems, I did get some pertinent information when it came to general. She complained of fatigue, some gain of weight. She did have a fever and chills in the past but not currently. Then skin was normal, HEENT was normal. Then in cardiac ROS, she did have palpitations and chest pain. And with lungs, she said she complained of shortness of breath, orthopnea, dyspnea, and some wheezing as well. She did that she had fluid in her extremities. And other than that, the her vitals, they were 130 over 90, heart rate was 110, temperature was 98.6, respiration rate was 20, oxygen saturation was 91%, Uh when it comes to the physical exam itself, we have right here, let's see. She did have a jugular vein distension. In regards to cardiovascular problems, she did have her PMI was displaced laterally, uh no murmurs, friction rub, or gallops. There did seem to be some rails present as well, the wheezes, and in regards to her edema, she did have some pedal edema. She also had her pulses and her dorsalis pedis were equal bilateral. Her x-ray did show cardiomegaly and pulmonary edema, which was explained to her. It did show some dilated cardiomyopathy with a reduced ejection fraction as well. And her EKG showed some sinus tachy with left ventricular hypertrophy um and some probably a right bundle branch block. Troponin was elevated. BMP was 4,000. As a whole, she was diagnosed with myocarditis dilated cardiomyopathy due to the prior history. And with congestive heart failure, as her New York Heart Association score, it was a three due to, I'm sorry, was it two, as she had limitation only with strenuous physical activity. She was admitted for telemetry. This is a serious case. We wanted to keep vitals every two hours. Activity as tolerated. Uh nursing interventions included daily weights, O2 spats of 96% and DVT prophylaxis, strict intake and output. We wanted to keep the vein open. In regards to medication, we are allowing for a sat of 96, 625 milligrams every six hours as needed. Then we have metoprolol and lisinopril, which were prescribed. So, lisinopril 10 milligrams every day, and then the 50 milligrams by mouth every day of metoprolol along with furosemide 40 milligrams IV every 12 hours. Additional labs included serial troponins and then also repeat 2D echo to take a look at the heart and monitor progress. She was referred to interventional cardiology, infectious diseases, and radiology for possible AICD placement, CRTD placement, endomyocardial biopsy, media-enhanced MRI, and immunoglobulin or glucocorticoids, possibly. But that will be something the specialists will be taking care of. Thank you.",,
Student 103,.mp3,Student 103.mp3,"I'm presenting to you today a 62-year-old female patient, Leslie Palmer, who showed up today to the ER with um chief complaints of fatigue, shortness of breath, and palpitations that started two months ago, which has been getting worse. Patient stated to have visited her family and medicine provider three days ago, but since then um her symptoms haven't gotten any better, and I would classify her as a NYHA classification of three. Um patient said that she had fatigue and gained eight pounds since the start of her symptoms. Patient also stated that she had wheezing, orthopnea and dyspnea with exertion. For her cardiovascular symptoms, uh she stated that she had palpitations, presyncope, but no chest pain. Her musculoskeletal symptoms were all negative except for swelling in her lower extremities. Otherwise, everything else was insignificant for her ROS. The patient has hypertension and pulmonary sarcoidosis that was diagnosed 25 years ago. The patient had a cardiac cath done a year ago with no significant results, otherwise no other hospitalizations. The patient has no known allergies . um she's not taking any illicit drugs, no tobacco or alcohol. Um she drinks a cup of coffee every day and is an elementary school teacher. She's also married and has someone to take care of her throughout her medical care, and um she has insurance. Uh her patient died suddenly at the age of 40, and her father died of a heart attack at the age of 59. Um for her physical exam, I noted a positive jugular venous distension, but no carotid bruits, no rashes, no petechiae, no purpura. Um she had bi-basilar rails and wheezing. Point of maximum impulse was normal, with no chest wall tenderness. She had a uh positive one pitting lower extremity edema and had a full and equal posterior tibial um pulses. Her calf was non-tender, her heart was regular with a systolic murmur of S4, no pericardial friction rub, um but positive for gallops. She had a heart rate of 110, up 120, blood pressure of 136 over 99, pulse was 108, and her temperature was 98.6 degrees Fahrenheit. For her lab, she only had elevated BMP levels, chest X-ray showed infiltration in her lungs, a widened mediastinum, and a normal-sized heart. The echo results showed restrictive cardiomyopathy with an ejection fraction of 55%. Her EKG showed normal sinus and access with a non-sustained ventricular tachycardia. Um so so the patient was diagnosed with sarcoidosis restrictive cardiomyopathy and she'll be admitted to the hospital. Patient will be continuing her lisinopril, 10 milligrams. I increased her prednisone to 60 milligrams and then I added amiodarone, 150 milligrams IV and furosemide 40 milligrams IV. Um I'll be ordering CMP labs for her and I will also be consulting interventional cardiology for an AICD placement and radiology for a FDG PET scan. Um patient will also be given oxygen via the nasal cannula to maintain her oxygen saturation above 96%. And I counseled the patient on maintaining a low sodium diet and not getting out of bed without assistance. Thank you.",,
